,AUD,CAD,CHF,DKK,EUR,GBP,HKD,ILS,JPY,NOK,NZD,SEK,SGD,USD
2003-12-10,0.011588031557910161,0.05025556996950393,0.02902805355528605,-0.013426711672977043,0.12335451602126327,0.08753600411979319,0.009027280390028869,0.004552582597243338,0.09352230215948398,-0.0016473139362467304,-0.0033015335578211232,0.022545934222986647,0.018649127555705428,0.5376148709822011
2003-12-11,0.01098394982683526,0.04971338293402287,0.029302359964260005,-0.013865019877536786,0.12370532105497406,0.08733474433688576,0.0094036839985841,0.004357315989421462,0.09374801127043475,-0.0008845793542586744,-0.0038168700275503925,0.02299359599038652,0.01843199000958866,0.5377376501157317
2003-12-12,0.011769244437484117,0.05012126993771859,0.02824379767651289,-0.013389735253834995,0.12325270750286826,0.08748370971111355,0.009915324558387062,0.004129024047663174,0.09362651518260934,-0.000974649851088083,-0.003833040189867404,0.023492584016853398,0.01805775438331017,0.5375575104212085
2003-12-15,0.011634722712458745,0.049906906150366276,0.028480484576829557,-0.01329530094063551,0.12310897223503561,0.08731267688451386,0.0100190483188147,0.004207822030268343,0.0935738439199384,-0.0009588403365334841,-0.0039193809529683675,0.023739739576723796,0.01801801065581632,0.5376271060982594
2003-12-16,0.01166511156355371,0.050229971049848526,0.02826062706100227,-0.013347897030753342,0.12291470681188957,0.08739772128676553,0.009943589809996073,0.004209397022155337,0.09350901558679192,-0.0009792402489097185,-0.003938975526681425,0.02392300665559001,0.01806829722442091,0.5376913171653352
2003-12-17,0.012083046002977715,0.0508704727264943,0.028782053905520313,-0.013354601257023924,0.11875744300314164,0.08861827397724596,0.01022770076115434,0.004318831356432878,0.09372485479522813,-0.00044246217985133285,-0.004442625694923305,0.024358851635512255,0.01796082592890283,0.5388532836674623
2003-12-18,0.011104238740649919,0.05114910749453487,0.028139333769651657,-0.012117447910782383,0.1174139077999912,0.0877395336470862,0.010310650027830381,0.0041883660939218414,0.0935372939874824,-0.00027685023092582917,-0.003793828929306617,0.025345246596158902,0.018135468733623067,0.5390172262821179
2003-12-19,0.011062456694663991,0.05126012075558167,0.028017872137940734,-0.011564908580592642,0.1173805727951027,0.08772666237474465,0.010588020179596536,0.004134866721910976,0.09365515813095099,-0.00044369597254978466,-0.0038413141565357134,0.025325217722633853,0.01768800073953672,0.5389806273199046
2003-12-22,0.010656448664320084,0.05174289617211393,0.028179739665496036,-0.011810534773781828,0.11745254495206936,0.08790566313067756,0.011083458493089227,0.003535098156287969,0.09340288273771358,-0.000559895728529991,-0.004001947245686553,0.025305513956444953,0.017828956283648764,0.5393028871913038
2003-12-30,0.010694819203140526,0.05171174306828956,0.028213590984491672,-0.011822593040693427,0.1174473988483446,0.08791686393822265,0.011055762293624094,0.0035452844766440117,0.09343749145050328,-0.0006170212078375759,-0.00400480013910301,0.025278612230507952,0.01783435577396024,0.5392956476770967
2004-01-05,0.011803923274775086,0.052829503346319556,0.02743923800481461,-0.012254497103107706,0.11825377135046675,0.08779870586131501,0.010558890463275128,0.0033056515588027607,0.09361270668423871,-0.0015093599365272325,-0.0032939532045548267,0.025664910456885265,0.018278063172357376,0.5386783814176492
2004-01-07,0.012490558692869302,0.053472344221750887,0.02738254230710461,-0.012666881498616653,0.11892682601748594,0.08782673654007864,0.010308235424989154,0.0036271944432039183,0.09371124729954039,-0.002149603410319223,-0.003868426251041654,0.025597634849832768,0.018072968197099984,0.5388437387418968
2004-01-08,0.012671061781154846,0.053359854079129396,0.027341178725172624,-0.01272531732681248,0.11921626424529583,0.08743905208405321,0.010089646649211359,0.0035883598009194273,0.09371819236456963,-0.0022563821576915277,-0.003980865087654904,0.02584594145609266,0.018001816905797455,0.5388698277550285
2004-01-09,0.012656381720099308,0.05305267442777725,0.027369536665411517,-0.012709875665056616,0.11898419509368155,0.08777168611085363,0.009749534457206666,0.00365796404615204,0.09373196343655577,-0.0021977414160025965,-0.00409016120863144,0.0254627942501727,0.01818635136278518,0.5394245696352552
2004-01-13,0.01277628502061956,0.051548274977276376,0.026992438779368563,-0.013440389773884079,0.11694593070383291,0.08835076069261116,0.010466821371279605,0.003111706778358758,0.09412086566217986,-0.0015580443538460997,-0.00290710485817159,0.0259528967431613,0.017756799377004848,0.5399635567498828
2004-01-14,0.013132502489287101,0.051304146066162265,0.027065962935476126,-0.013287817591196516,0.11746044152066101,0.08806872502559379,0.010423664396298007,0.0031692002149531495,0.09397905860334915,-0.0016063691278169756,-0.0034286931008347676,0.025955292515825526,0.017703231799434407,0.5402540121988947
2004-01-15,0.013204000566231167,0.05092000254944759,0.02695676680535103,-0.013267327801199769,0.11778921017757749,0.08795453503456312,0.010527593060301307,0.0034949672721788505,0.09408226946550252,-0.0016913097782302877,-0.0032672077369276034,0.02580156146308435,0.017639170112900643,0.5399711998444346
2004-01-16,0.013382365767739046,0.05061796109130248,0.02704982473826517,-0.013356886386844305,0.11773096444353473,0.08785610216819158,0.01056499964322627,0.0034554630828696753,0.0940739181259248,-0.0017647471252439928,-0.0033422539627678896,0.025806943078789002,0.017573923727675467,0.5401828839821088
2004-01-20,0.01369181211108772,0.05040803078125272,0.027087926720005193,-0.013081883420732215,0.11880443342599006,0.08771255208421119,0.009785559289204548,0.0031469386936310573,0.09424669413612802,-0.002477681653623387,-0.0037918826990225793,0.02597542420705415,0.01764364846876723,0.5401985867306619
2004-01-21,0.01380174672649609,0.05029590121232236,0.02691897107382832,-0.01354219489911259,0.1202305376471107,0.08676428443056337,0.009842404880019445,0.00299523873664273,0.09435558435150038,-0.00266449169826366,-0.003930099302340194,0.02616826966845226,0.017899243218260627,0.5402568419404903
2004-01-27,0.015076299896287892,0.05140697302961528,0.03184829839865368,-0.015887450855639022,0.11913429512751036,0.08198585202546615,0.0108036898941197,0.003347725444886762,0.09409660442080447,-0.00552393135762852,-0.004457079682402651,0.027721280623864544,0.016219860077303166,0.5377561639336711
2004-01-28,0.015020080954497195,0.05168811896930953,0.031970935488977656,-0.01609353606629796,0.12026509245404035,0.08210474314249533,0.010180939501721997,0.003573634725183253,0.09448572187189624,-0.006293286648169971,-0.004367700082511739,0.02741736398764373,0.015963950090732815,0.5368575821298345
